seqname,tax_id
GB_GCA_003056265.1,s__Zestosphaera_tikiterensis
RS_GCF_004114995.1,s__Halorubrum_sp004114995
GB_GCA_003602595.1,s__MGIIb-O3_sp003602595
GB_GCA_002702985.1,s__MGIIb-N2_sp002702985
GB_GCA_004525545.1,s__UBA472_sp004525545
RS_GCF_900880625.1,s__Halorhabdus_rudnickae
RS_GCF_000190315.1,s__Vulcanisaeta_moutnovskia
GB_GCA_002254745.1,s__EX4484-217-1_sp002254745
GB_GCA_002498125.1,s__UBA525_sp002498125
GB_GCA_003660605.1,s__B48-G16_sp003660605
GB_GCA_001564145.1,s__B1-Br10-U2g21_sp001564145
GB_GCA_002501695.1,s__Methanolobus_sp002501695
RS_GCF_003175215.1,s__Nitrosopumilus_sp003175215
GB_GCA_002688265.1,s__GCA-2688265_sp002688265
RS_GCF_000336995.1,s__Halorubrum_aidingense
GB_GCA_005878485.1,s__RBG-16-68-12_sp005878485
GB_GCA_002720055.1,s__MGIIb-O3_sp002720055
GB_GCA_002839545.1,s__Methanoperedens_A_sp002839545
GB_GCA_003022005.1,s__QS-5-70-15_sp003022005
GB_GCA_002502135.1,s__UBA543_sp002502135
GB_GCA_003663025.1,s__Archaeoglobus_B_sp003663025
RS_GCF_000017165.1,s__Methanococcus_vannielii
GB_GCA_001918765.1,s__40CM-2-53-6_sp001918765
GB_GCA_002496395.1,s__Methanocalculus_sp002496395
GB_GCA_002506705.1,s__MGIIa-K1_sp002506705
GB_GCA_003648985.1,s__B54-G15_sp003648985
GB_GCA_001940755.1,s__UBA460_sp001940755
GB_GCA_003551265.1,s__Halovenus_sp003551265
GB_GCA_003702525.1,s__Nitrosopumilus_sp003702525
GB_GCA_004212135.1,s__ANME-1-THS_sp004212135
GB_GCA_002686355.1,s__ARS1301_sp002686355
GB_GCA_003555395.1,s__PWHR01_sp003555395
GB_GCA_002509405.1,s__VadinCA11_sp002509405
GB_GCA_003176995.1,s__UBA10452_sp003176995
GB_GCA_002506025.1,s__MGIIa-L1_sp002506025
RS_GCF_001729965.1,s__Methanosphaera_sp001729965
GB_GCA_004211975.1,s__UBA203_sp004211975
GB_GCA_002701965.1,s__MGIIb-P_sp002701965
RS_GCF_004698125.1,s__Halosimplex_sp004698125
GB_GCA_002172375.1,s__MGIIb-O3_sp002172375
RS_GCF_001485535.1,s__Halobacterium_sp001485535
GB_GCA_001766815.1,s__Syntropharchaeum_A_caldarius
RS_GCF_001748385.1,s__Vulcanisaeta_B_thermophila
GB_GCA_002503545.1,s__Methanomethylophilus_sp002503545
GB_GCA_001940645.1,s__LC-3_sp001940645
GB_GCA_003694055.1,s__J144_sp003694055
GB_GCA_002204705.1,s__B-DKE_sp002204705
GB_GCA_002688395.1,s__ARS1403_sp002688395
GB_GCA_002835825.1,s__Methanoregula_sp002835825
GB_GCA_002499015.1,s__MGIIa-L1_sp002499015
GB_GCA_002792115.1,s__GCA-002792115_sp002792115
GB_GCA_002495675.1,s__MGIIb-N1_sp002495675
GB_GCA_002686195.1,s__ARS23_sp002686195
GB_GCA_002694245.1,s__MGIIa-K1_sp002694245
RS_GCF_000337735.1,s__Natronorubrum_sulfidifaciens
RS_GCF_900095815.1,s__Methanothermobacter_wolfeii
GB_GCA_013329135.1,s__UBA9653_sp9653u
RS_GCF_002572525.1,s__Natrinema_sp002572525
GB_GCA_003661865.1,s__QMWT01_sp003661865
GB_GCA_013331935.1,s__UBA10117_sp10117u
GB_GCA_002778455.1,s__1-14-0-10-45-29_sp002778455
GB_GCA_002899805.1,s__ARK-14_sp002899805
GB_GCA_002499185.1,s__UBA284_sp002499185
GB_GCA_007127385.1,s__Methanosalsum_sp007127385
GB_GCA_002763155.1,s__PFCU01_sp002763155
GB_GCA_002457605.1,s__Thalassarchaeum_sp002457605
GB_GCA_002067265.1,s__Methanomethylovorans_sp002067265
GB_GCA_005878415.1,s__RBG-16-68-12_sp005878415
GB_GCA_000508305.1,s__Sulfolobus_acidocaldarius_A
RS_GCF_002214525.1,s__Thermococcus_sp002214525
GB_GCA_002726865.1,s__GCA-2726865_sp002726865
RS_GCF_001548675.1,s__Methanobrevibacter_A_sp001548675
GB_GCA_001786395.1,s__MFWN01_sp001786395
GB_GCA_003550625.1,s__B1SED10-69_sp003550625
RS_GCF_000024185.1,s__Methanobrevibacter_ruminantium
GB_GCA_001940705.1,s__SMTZ1-45_sp001940705
RS_GCF_900113245.1,s__Halopelagius_inordinatus
GB_GCA_001563995.1,s__PL-Br10-U2g16_sp001563995
RS_GCF_900100335.1,s__Natronorubrum_texcoconense
GB_GCA_003601835.1,s__PIYB01_sp003601835
GB_GCA_002502295.1,s__Poseidonia_sp002502295
RS_GCF_003967175.1,s__Sulfodiicoccus_acidiphilus
GB_GCA_000965745.1,s__GCA-965745_sp000965745
GB_GCA_001896715.1,s__Methanoculleus_sp001896715
GB_GCA_013329615.1,s__UBA8941_sp8941u
GB_GCA_003009815.1,s__SW-4-43-9_sp003009815
RS_GCF_004310395.1,s__HHB_sp004310395
RS_GCF_002208625.1,s__Methanobrevibacter_B_sp002208625
GB_GCA_000375685.1,s__AAA261-N23_sp000375685
GB_GCA_002509485.1,s__SD8_sp002509485
RS_GCF_000336935.1,s__Halococcus_salifodinae
GB_GCA_001189275.1,s__Pyrobaculum_sp001189275
GB_GCA_001315925.1,s__Thermocladium_modestius
GB_GCA_002762915.1,s__21-14-0-10-32-9_sp002762915
GB_GCA_003649085.1,s__B66-G16_sp003649085
GB_GCA_002686295.1,s__GCA-2686295_sp002686295
RS_GCF_000769655.1,s__Thermococcus_eurythermalis
GB_GCA_003650585.1,s__B29-G15_sp003650585
GB_GCA_003649845.1,s__B44-G15_sp003649845
RS_GCF_003173335.1,s__Methanospirillum_stamsii
GB_GCA_002503705.1,s__UBA153_sp002503705
GB_GCA_002067485.1,s__Methanolinea_sp002067485
GB_GCA_003663585.1,s__B47-G6_sp003663585
RS_GCF_000195935.2,s__Pyrococcus_abyssi
GB_GCA_002497075.1,s__UBA472_sp002497075
GB_GCA_002506585.1,s__Methanoculleus_sp002506585
GB_GCA_001593935.1,s__B26-1_sp001593935
GB_GCA_002506335.1,s__UBA114_sp002506335
GB_GCA_002687795.1,s__GCA-2687795_sp002687795
GB_GCA_003663325.1,s__QMZT01_sp003663325
RS_GCF_000018365.1,s__Thermococcus_onnurineus
RS_GCF_003201835.1,s__Acidianus_B_brierleyi
GB_GCA_003554115.1,s__Halohasta_sp003554115
GB_GCA_004212085.1,s__Methanolliviera_hydrocarbonicum
RS_GCF_000317795.1,s__Caldisphaera_lagunensis
GB_GCA_002506275.1,s__MGIIa-L1_sp002506275
RS_GCF_002787055.1,s__Nitrosotenuis_aquarius
GB_GCA_002499785.1,s__MGIIb-O2_sp002499785
GB_GCA_003555465.1,s__PWEA01_sp003555465
RS_GCF_900196725.1,s__Methanoperedens_nitroreducens_A
GB_GCA_002067045.1,s__UBA472_sp002067045
RS_GCF_000214415.1,s__Methanotorris_igneus
